2020,AnimalEthicsProject,CAAmt,Employee2000,Employee2001,Employee2002,Employee2003,Employee2004,Employee2005,Employee2006,Employee2007,Employee2008,Employee2009,Employee2010,Employee2011,Employee2012,Employee2013,Employee2014,Employee2015,Employee2016,Employee2017,Employee2018,Employee2019,Employee2020,Employee2021,Employee2022,EmployeeGrowthPct2000,EmployeeGrowthPct2001,EmployeeGrowthPct2002,EmployeeGrowthPct2003,EmployeeGrowthPct2004,EmployeeGrowthPct2005,EmployeeGrowthPct2006,EmployeeGrowthPct2007,EmployeeGrowthPct2008,EmployeeGrowthPct2009,EmployeeGrowthPct2010,EmployeeGrowthPct2011,EmployeeGrowthPct2012,EmployeeGrowthPct2013,EmployeeGrowthPct2014,EmployeeGrowthPct2015,EmployeeGrowthPct2016,EmployeeGrowthPct2017,EmployeeGrowthPct2018,EmployeeGrowthPct2019,EmployeeGrowthPct2020,EmployeeGrowthPct2021,EmployeeGrowthPct2022,FinancialMonitoringRating,HumanEthicsProject,IncorporationYear,InternationalProject,NoteText,NoteType,OrgID,OrgName,OrganizationID,ProjectCompleteDate,ProjectNo,ProjectStartDate,ProjectType,Province,Revenue2000,Revenue2001,Revenue2002,Revenue2003,Revenue2004,Revenue2005,Revenue2006,Revenue2007,Revenue2008,Revenue2009,Revenue2010,Revenue2011,Revenue2012,Revenue2013,Revenue2014,Revenue2015,Revenue2016,Revenue2017,Revenue2018,Revenue2019,Revenue2020,Revenue2021,Revenue2022,RevenueGrowthPct2000,RevenueGrowthPct2001,RevenueGrowthPct2002,RevenueGrowthPct2003,RevenueGrowthPct2004,RevenueGrowthPct2005,RevenueGrowthPct2006,RevenueGrowthPct2007,RevenueGrowthPct2008,RevenueGrowthPct2009,RevenueGrowthPct2010,RevenueGrowthPct2011,RevenueGrowthPct2012,RevenueGrowthPct2013,RevenueGrowthPct2014,RevenueGrowthPct2015,RevenueGrowthPct2016,RevenueGrowthPct2017,RevenueGrowthPct2018,RevenueGrowthPct2019,RevenueGrowthPct2020,RevenueGrowthPct2021,RevenueGrowthPct2022
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 55,BusinessCaseSummary,0,0,0,2009-09-15 20:00,0,2007-11-23 20:00,IRAP,BC,,,,,,,65700.30495,44769.50507,58000.44059,72698.95088,35713.83254,32539.41252,52121.59165,66418.50924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 56,BusinessCaseSummary,0,0,0,2009-09-16 20:00,0,2007-11-24 20:00,IRAP,BC,,,,,,,28834.80556,23036.11985,37253.27882,59774.52558,16115.71065,27575.02769,87876.02741,72500.31833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 57,BusinessCaseSummary,0,0,0,2009-09-17 20:00,0,2007-11-25 20:00,IRAP,BC,,,,,,,26192.92343,17690.91665,19348.79316,72509.95117,85.00819959,70474.70205,54287.39748,48988.27701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 58,BusinessCaseSummary,0,0,0,2009-09-18 20:00,0,2007-11-26 20:00,IRAP,BC,,,,,,,73646.34877,75087.81964,58924.69844,67413.42963,8504.367062,21519.81353,48396.79279,41572.30024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 59,BusinessCaseSummary,0,0,0,2009-09-19 20:00,0,2007-11-27 20:00,IRAP,BC,,,,,,,63637.26524,2924.103339,70100.45777,20294.3181,14554.31052,39867.37472,61820.52182,96030.01819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 60,BusinessCaseSummary,0,0,0,2009-09-20 20:00,0,2007-11-28 20:00,IRAP,BC,,,,,,,8301.318182,16477.15864,99092.46703,86028.73653,72199.31795,34722.01306,7450.012466,13907.19356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 61,BusinessCaseSummary,0,0,0,2009-09-21 20:00,0,2007-11-29 20:00,IRAP,BC,,,,,,,14663.32496,12805.86379,58359.0542,25648.76703,3636.878708,35690.06687,771.3747376,50105.93179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 62,BusinessCaseSummary,0,0,0,2009-09-22 20:00,0,2007-11-30 20:00,IRAP,BC,,,,,,,41868.55641,49935.06291,73419.36287,10615.67578,54640.76436,54333.8714,81080.06794,6020.876323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 63,BusinessCaseSummary,0,0,0,2009-09-23 20:00,0,2007-12-01 20:00,IRAP,BC,,,,,,,41425.36886,71687.33228,83499.88544,15651.98102,49687.78124,97945.7982,98335.90306,81722.35177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 64,BusinessCaseSummary,0,0,0,2009-09-24 20:00,0,2007-12-02 20:00,IRAP,BC,,,,,,,25744.25256,90811.55694,98942.29738,93120.98782,45139.46048,51811.45693,43765.2444,11390.9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 65,BusinessCaseSummary,0,0,0,2009-09-25 20:00,0,2007-12-03 20:00,IRAP,BC,,,,,,,97694.77086,94387.26573,53810.30433,47655.00026,93192.00437,22376.88821,36063.82557,59354.8547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 66,BusinessCaseSummary,0,0,0,2009-09-26 20:00,0,2007-12-04 20:00,IRAP,BC,,,,,,,85704.9135,46715.44513,65043.70036,77336.21675,11838.78592,5462.053684,40106.27927,60169.08974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 67,BusinessCaseSummary,0,0,0,2009-09-27 20:00,0,2007-12-05 20:00,IRAP,BC,,,,,,,95231.71145,3062.676997,32211.13364,8090.496405,85931.0685,44961.26755,88016.08362,52084.74691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 68,BusinessCaseSummary,0,0,0,2009-09-28 20:00,0,2007-12-06 20:00,IRAP,BC,,,,,,,41100.61669,26942.63552,8599.882971,22604.68996,79308.50012,79397.33533,65750.08854,95494.35729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 69,BusinessCaseSummary,0,0,0,2009-08-31 20:00,0,2007-12-07 20:00,IRAP,BC,,,,,,,1500.471881,93164.5405,26569.36335,92914.2848,81240.2429,74485.93742,6542.773241,8156.410196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 70,BusinessCaseSummary,0,0,0,2009-09-01 20:00,0,2007-12-08 20:00,IRAP,BC,,,,,,,49000.52106,6821.572932,41388.09451,10775.35831,64572.09189,83616.06298,34769.62102,54500.56371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 71,BusinessCaseSummary,0,0,0,2009-09-02 20:00,0,2007-12-09 20:00,IRAP,BC,,,,,,,14085.33452,47932.9067,85592.62415,16863.29889,43778.25618,28667.03288,86461.17845,82180.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 72,BusinessCaseSummary,0,0,0,2009-09-03 20:00,0,2007-12-10 20:00,IRAP,BC,,,,,,,28406.3531,55496.20846,9280.566455,50913.64962,9539.839542,87482.88987,60160.54886,98624.40527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 73,BusinessCaseSummary,0,0,0,2009-09-04 20:00,0,2007-12-11 20:00,IRAP,BC,,,,,,,93862.61721,23921.50615,46071.15053,79835.21733,50387.73258,49770.71756,41726.68225,28931.34843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 74,BusinessCaseSummary,0,0,0,2009-09-05 20:00,0,2007-12-12 20:00,IRAP,BC,,,,,,,77270.42664,30361.53841,50401.22958,81471.13505,83687.97548,85642.62801,95758.44862,82534.13657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 75,BusinessCaseSummary,0,0,0,2009-09-06 20:00,0,2007-12-13 20:00,IRAP,BC,,,,,,,95819.59153,93972.26029,16786.61578,35998.37121,68271.50535,14657.3947,18328.26496,13483.22792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 76,BusinessCaseSummary,0,0,0,2009-09-07 20:00,0,2007-12-14 20:00,IRAP,BC,,,,,,,6482.867966,92382.46352,96700.15207,98888.97286,81454.10275,32329.71214,47831.63172,4717.053051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 77,BusinessCaseSummary,0,0,0,2009-09-08 20:00,0,2007-12-15 20:00,IRAP,BC,,,,,,,7947.361498,97236.4002,41241.27473,63729.55367,47880.86271,83588.85099,11937.38903,38963.17146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 78,BusinessCaseSummary,0,0,0,2009-09-09 20:00,0,2007-12-16 20:00,IRAP,BC,,,,,,,47517.49557,23719.54481,11596.57689,7483.149296,11846.88043,11169.71377,85820.92252,75577.12407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 79,BusinessCaseSummary,0,0,0,2009-09-10 20:00,0,2007-12-17 20:00,IRAP,BC,,,,,,,42921.75285,24744.72116,64557.0739,5379.004968,59157.431,58918.75439,59709.44956,31976.47734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 80,BusinessCaseSummary,0,0,0,2009-09-11 20:00,0,2007-12-18 20:00,IRAP,BC,,,,,,,21306.92136,75609.69004,37870.1035,4222.375942,80425.1838,47807.1318,26503.10567,10857.05031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 81,BusinessCaseSummary,0,0,0,2009-09-12 20:00,0,2007-12-19 20:00,IRAP,BC,,,,,,,55643.11779,28049.50886,44915.23484,62459.55194,74836.63244,63367.20468,25967.89092,83872.39231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 82,BusinessCaseSummary,0,0,0,2009-09-13 20:00,0,2007-12-20 20:00,IRAP,BC,,,,,,,61271.51587,31816.6369,58450.69029,20897.58882,87927.5489,62441.86484,75282.27339,96758.09696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 83,BusinessCaseSummary,0,0,0,2009-09-14 20:00,0,2007-12-21 20:00,IRAP,BC,,,,,,,40233.82792,58957.41795,46309.26804,40732.15633,17583.85172,46800.72339,99228.75631,73904.67312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 84,BusinessCaseSummary,0,0,0,2009-09-15 20:00,0,2007-12-22 20:00,IRAP,BC,,,,,,,39760.54452,60328.57488,95706.08104,38026.10665,59246.32317,41067.97774,52169.90509,39600.50524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 85,BusinessCaseSummary,0,0,0,2009-09-16 20:00,0,2007-12-23 20:00,IRAP,BC,,,,,,,29893.97397,84005.08096,62436.76631,50843.15228,14842.5959,47559.19487,26439.30296,35846.59489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 86,BusinessCaseSummary,0,0,0,2009-09-17 20:00,0,2007-12-24 20:00,IRAP,BC,,,,,,,27987.13417,18295.54223,11344.70271,31512.76842,13627.16819,41505.58866,11424.78234,67356.64367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 87,BusinessCaseSummary,0,0,0,2009-09-18 20:00,0,2007-12-25 20:00,IRAP,BC,,,,,,,224.6291034,36456.49678,4621.211752,96898.31494,32875.07926,38877.29105,89422.20313,4060.727087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 88,BusinessCaseSummary,0,0,0,2009-09-19 20:00,0,2007-12-26 20:00,IRAP,BC,,,,,,,59062.09965,4938.739083,68650.00289,94099.09334,90084.52653,48431.73389,42471.60529,52238.15892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 89,BusinessCaseSummary,0,0,0,2009-09-20 20:00,0,2007-12-27 20:00,IRAP,BC,,,,,,,17634.62393,87723.29235,29982.55942,74929.35255,52432.05165,99050.50436,82064.55594,8135.631437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 90,BusinessCaseSummary,0,0,0,2009-08-31 20:00,0,2007-12-28 20:00,IRAP,BC,,,,,,,93018.59656,64090.29108,57022.77247,15727.04292,4620.899045,76880.52416,54236.15163,76196.67614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 91,BusinessCaseSummary,0,0,0,2009-09-01 20:00,0,2007-12-29 20:00,IRAP,BC,,,,,,,74923.15498,13297.5664,61503.95333,35070.08962,11464.89048,65027.71073,52803.55781,113.0375361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 92,BusinessCaseSummary,0,0,0,2009-09-02 20:00,0,2007-12-30 20:00,IRAP,BC,,,,,,,21061.31027,27982.6298,91458.70729,74003.19048,3934.528677,73615.55727,71427.28134,35009.00342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 93,BusinessCaseSummary,0,0,0,2009-09-03 20:00,0,2007-12-31 20:00,IRAP,BC,,,,,,,52149.91088,21078.80417,29263.25556,78317.36148,95917.43179,47131.76109,73917.92012,20826.98574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 94,BusinessCaseSummary,0,0,0,2009-09-04 20:00,0,2008-01-01 20:00,IRAP,BC,,,,,,,10152.77099,44047.0901,87342.48491,29012.20505,69047.20946,405.8731454,97252.47921,90979.64308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 95,BusinessCaseSummary,0,0,0,2009-09-05 20:00,0,2008-01-02 20:00,IRAP,BC,,,,,,,41880.55156,79945.25654,78712.86071,23106.28226,4646.51339,29887.71624,39771.49079,87315.2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 96,BusinessCaseSummary,0,0,0,2009-09-06 20:00,0,2008-01-03 20:00,IRAP,BC,,,,,,,82971.01733,75202.32134,16078.11833,63327.66905,76125.44546,83077.93039,78948.70777,53623.51339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 97,BusinessCaseSummary,0,0,0,2009-09-07 20:00,0,2008-01-04 20:00,IRAP,BC,,,,,,,87549.36453,72955.7123,13307.34087,1773.563254,5852.325856,1548.721492,85501.93125,13671.39883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 98,BusinessCaseSummary,0,0,0,2009-09-08 20:00,0,2008-01-05 20:00,IRAP,BC,,,,,,,73078.77744,49764.21507,42185.43573,18939.11307,3475.071416,9629.724462,28118.05554,69741.71966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 99,BusinessCaseSummary,0,0,0,2009-09-09 20:00,0,2008-01-06 20:00,IRAP,BC,,,,,,,13214.76013,76247.77436,29621.90719,92689.23347,60786.99907,43443.04043,58890.65656,19857.06942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 100,BusinessCaseSummary,0,0,0,2009-09-10 20:00,0,2008-01-07 20:00,IRAP,BC,,,,,,,99051.78455,98514.37053,6905.409255,8682.000469,2662.075018,1168.706773,29372.2199,32741.21138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 101,BusinessCaseSummary,0,0,0,2009-09-11 20:00,0,2008-01-08 20:00,IRAP,BC,,,,,,,66318.24949,49683.69318,40934.40893,83289.17714,32186.11985,73533.47542,90053.45706,37214.28512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 102,BusinessCaseSummary,0,0,0,2009-09-12 20:00,0,2008-01-09 20:00,IRAP,BC,,,,,,,6490.682939,53946.29353,71883.73097,18677.86168,21689.80801,92595.01388,46948.11535,56588.15197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 103,BusinessCaseSummary,0,0,0,2009-09-13 20:00,0,2008-01-10 20:00,IRAP,BC,,,,,,,60854.67707,69366.64649,16766.11978,32823.62904,88201.53016,47746.64702,83502.76616,73813.31239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 104,BusinessCaseSummary,0,0,0,2009-09-14 20:00,0,2008-01-11 20:00,IRAP,BC,,,,,,,85547.54351,11989.57783,99343.14721,57499.38637,81077.85753,95135.5831,61575.75324,32328.50557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 105,BusinessCaseSummary,0,0,0,2009-09-15 20:00,0,2008-01-12 20:00,IRAP,BC,,,,,,,12532.53553,6384.794907,39585.98423,69410.45696,61180.1539,36295.1469,58868.73804,60543.68058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 106,BusinessCaseSummary,0,0,0,2009-09-16 20:00,0,2008-01-13 20:00,IRAP,BC,,,,,,,53212.85377,2577.745602,78823.18563,32930.63572,9141.492125,51240.98656,15133.80171,65349.02547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 107,BusinessCaseSummary,0,0,0,2009-09-17 20:00,0,2008-01-14 20:00,IRAP,BC,,,,,,,84420.58873,44831.64476,16463.07951,97811.54484,61653.62754,69377.51555,64976.02993,11739.14839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 108,BusinessCaseSummary,0,0,0,2009-09-18 20:00,0,2008-01-15 20:00,IRAP,BC,,,,,,,18195.64321,25825.2745,52434.6437,87195.52187,13090.99948,32841.72282,50498.11726,62711.37407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 109,BusinessCaseSummary,0,0,0,2009-09-19 20:00,0,2008-01-16 20:00,IRAP,BC,,,,,,,34341.10414,49432.77802,25367.58958,11502.81361,75117.09656,98167.40048,40249.04643,17322.47235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 110,BusinessCaseSummary,0,0,0,2009-09-20 20:00,0,2008-01-17 20:00,IRAP,BC,,,,,,,50389.71568,88294.67161,11149.90276,55629.30193,39501.22733,72865.97479,79853.77155,53882.81395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 111,BusinessCaseSummary,0,0,0,2009-09-21 20:00,0,2008-01-18 20:00,IRAP,BC,,,,,,,67956.3407,43525.92097,42888.3807,11154.38454,30729.61949,23757.6434,87207.43227,62893.40484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 112,BusinessCaseSummary,0,0,0,2009-09-22 20:00,0,2008-01-19 20:00,IRAP,BC,,,,,,,4207.370582,68467.63634,26083.46885,10875.20497,53722.01969,40209.43064,96914.20539,84784.9494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 113,BusinessCaseSummary,0,0,0,2009-09-23 20:00,0,2008-01-20 20:00,IRAP,BC,,,,,,,1616.496458,66304.72403,44383.38807,4533.629028,28524.07754,21520.05983,7320.38239,98489.57344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
